name,date,country_id:id,vocative
Koloman,2015-10-13,base.sk,Kolomane
Konštantín,2015-09-19,base.sk,Konštantíne
Kornel,2015-11-26,base.sk,Kornele
Kornélia,2015-12-17,base.sk,Kornélio
Kristián,2015-10-19,base.sk,Kristiáne
Kristína,2015-01-16,base.sk,Kristíno
Krištof,2015-07-28,base.sk,Krištofe
Kvetoslava,2015-10-24,base.sk,Kvetoslavo
Ladislav,2015-06-27,base.sk,Ladislave
Laura,2015-06-05,base.sk,Lauro
Lea,2015-04-29,base.sk,Leo
Lenka,2015-06-04,base.sk,Lenko
Leonard,2015-08-16,base.sk,Leonarde
Leopold,2015-11-15,base.sk,Leopolde
Lesana,2015-05-05,base.sk,Lesano
Levoslav,2015-10-02,base.sk,Levoslave
Libuša,2015-07-30,base.sk,Libušo
Linda,2015-09-02,base.sk,Lindo
Lucia,2015-12-13,base.sk,Lucio
Lujza,2015-07-09,base.sk,Lujzo
Lukáš,2015-10-18,base.sk,Lukáši
Lívia,2015-02-20,base.sk,Lívio
Lýdia,2015-08-19,base.sk,Lýdio
Magdaléna,2015-07-22,base.sk,Magdaléno
Malvína,2015-01-11,base.sk,Malvíno
Marcel,2015-04-20,base.sk,Marcele
Marcela,2015-08-15,base.sk,Marcelo
Marek,2015-04-25,base.sk,Marku
Margaréta,2015-06-10,base.sk,Margaréto
Margita,2015-07-13,base.sk,Margito
Marianna,2015-09-07,base.sk,Marianno
Marián,2015-03-25,base.sk,Mariáne
Maroš,2015-11-11,base.sk,Maroši
Marta,2015-07-29,base.sk,Marto
Martin,2015-11-11,base.sk,Martine
Martina,2015-09-09,base.sk,Martino
Marína,2015-12-08,base.sk,Maríno
Matej,2015-02-24,base.sk,Mateji
Matilda,2015-03-14,base.sk,Matildo
Matúš,2015-09-21,base.sk,Matúši
Maximilián,2015-10-12,base.sk,Maximiliáne
Medard,2015-06-08,base.sk,Medarde
Melánia,2015-06-30,base.sk,Melánio
Michal,2015-09-29,base.sk,Michale
Mikuláš,2015-12-06,base.sk,Mikuláši
Milada,2015-12-29,base.sk,Milado
Milan,2015-11-27,base.sk,Milane
Milena,2015-04-09,base.sk,Mileno
Milica,2015-08-17,base.sk,Milico
Miloslav,2015-07-03,base.sk,Miloslave
Miloslava,2015-02-17,base.sk,Miloslavo
Milota,2015-07-11,base.sk,Miloto
Miloš,2015-01-23,base.sk,Miloši
Miriama,2015-09-08,base.sk,Miriamo
Miroslav,2015-03-29,base.sk,Miroslave
Miroslava,2015-04-05,base.sk,Miroslavo
Mojmír,2015-08-14,base.sk,Mojmíre
Monika,2015-05-07,base.sk,Moniko
Mária,2015-09-12,base.sk,Mário
Móric,2015-09-22,base.sk,Mórici
Nadežda,2015-12-23,base.sk,Nadeždo
Nataša,2015-01-17,base.sk,Natašo
Natália,2015-10-06,base.sk,Natálio
Nikola,2015-08-29,base.sk,Nikolo
Nina,2015-07-12,base.sk,Nino
Nora,2015-08-31,base.sk,Noro
Norbert,2015-06-06,base.sk,Norberte
Oldrich,2015-12-03,base.sk,Oldricha
Oleg,2015-09-10,base.sk,Olege
Oliver,2015-07-07,base.sk,Olivere
Olympia,2015-09-17,base.sk,Olympio
Ondrej,2015-11-30,base.sk,Ondreji
Oskar,2015-08-08,base.sk,Oskare
Oto,2015-12-05,base.sk,Ota
Otília,2015-12-12,base.sk,Otílio
Oľga,2015-07-23,base.sk,Oľgo
Pankrác,2015-05-12,base.sk,Pankráci
Patrik,2015-07-06,base.sk,Patriku
Paulína,2015-06-22,base.sk,Paulíno
Perla,2015-02-12,base.sk,Perlo
Peter,2015-06-29,base.sk,Petere
Petronela,2015-05-31,base.sk,Petronelo
Pravoslav,2015-02-15,base.sk,Pravoslave
Prokop,2015-07-04,base.sk,Prokope
Radomír,2016-02-29,base.sk,Radomíre
Radoslav,2015-03-06,base.sk,Radoslave
Radovan,2015-01-14,base.sk,Radovane
Radúz,2015-12-10,base.sk,Radúze
Rastislav,2015-01-13,base.sk,Rastislave
Regína,2015-09-05,base.sk,Regíno
Renáta,2015-11-06,base.sk,Renáto
René,2015-11-07,base.sk,René
Richard,2015-04-03,base.sk,Richarde
Roland,2015-05-09,base.sk,Rolande
Roman,2015-02-23,base.sk,Romane
Rozália,2015-09-04,base.sk,Rozálio
Rudolf,2015-04-17,base.sk,Rudolfe
Ružena,2015-08-30,base.sk,Ruženo
Róbert,2015-06-07,base.sk,Róberte
Sabína,2015-10-27,base.sk,Sabíno
Samuel,2015-08-26,base.sk,Samuele
Sergej,2015-10-22,base.sk,Sergeji
Servác,2015-05-13,base.sk,Serváci
Severín,2015-01-08,base.sk,Severíne
Sidónia,2015-06-23,base.sk,Sidónio
Silvester,2015-12-31,base.sk,Silvestere
Silvia,2015-08-27,base.sk,Silvio
Simona,2015-10-30,base.sk,Simono
Slavomír,2015-04-22,base.sk,Slavomíre
Slavomíra,2015-10-10,base.sk,Slavomíro
Sláva,2015-12-18,base.sk,Slávo
Soňa,2015-03-28,base.sk,Soňo
Stanislav,2015-11-13,base.sk,Stanislave
Stanislava,2015-06-09,base.sk,Stanislavo
Stela,2015-10-03,base.sk,Stelo
Svetlana,2015-03-15,base.sk,Svetlano
Svetozár,2015-05-16,base.sk,Svetozáre
Svätopluk,2015-11-12,base.sk,Svätopluku
Tadeáš,2015-06-25,base.sk,Tadeáši
Tamara,2015-01-26,base.sk,Tamaro
Tatiana,2015-02-01,base.sk,Tatiano
Teodor,2015-11-09,base.sk,Teodore
Terézia,2015-10-15,base.sk,Terézio
Tibor,2015-11-10,base.sk,Tibore
Tichomír,2015-08-22,base.sk,Tichomíre
Timotej,2015-01-24,base.sk,Timoteji
Tomáš,2015-03-07,base.sk,Tomáši
Urban,2015-05-25,base.sk,Urbane
Uršuľa,2015-10-21,base.sk,Uršuľo
Valentín,2015-02-14,base.sk,Valentíne
Valentína,2015-10-11,base.sk,Valentíno
Valér,2015-04-18,base.sk,Valére
Valéria,2015-06-20,base.sk,Valério
Vanda,2015-02-07,base.sk,Vando
Vasil,2015-06-14,base.sk,Vasile
Vavrinec,2015-08-10,base.sk,Vavrinče
Vendelín,2015-10-20,base.sk,Vendelíne
Veronika,2015-02-04,base.sk,Veroniko
Viera,2015-10-05,base.sk,Viero
Vieroslava,2015-03-30,base.sk,Vieroslavo
Viktor,2015-02-26,base.sk,Viktore
Viktória,2015-05-10,base.sk,Viktório
Viliam,2015-05-28,base.sk,Viliame
Vilma,2015-05-29,base.sk,Vilmo
Vincent,2015-01-21,base.sk,Vincente
Viola,2015-05-18,base.sk,Violo
Vladimír,2015-07-24,base.sk,Vladimíre
Vladimíra,2015-10-16,base.sk,Vladimíro
Vladislav,2015-09-25,base.sk,Vladislave
Vlasta,2015-02-19,base.sk,Vlasto
Vlastimil,2015-03-13,base.sk,Vlastimile
Vojtech,2015-04-23,base.sk,Vojtecha
Vratislav,2015-06-18,base.sk,Vratislave
Vratko,2015-11-29,base.sk,Vratko
Václav,2015-09-28,base.sk,Václave
Vít,2015-06-15,base.sk,Víte
Víťazoslav,2015-03-20,base.sk,Víťazoslave
Xénia,2015-06-02,base.sk,Xénio
Zdenka,2015-09-23,base.sk,Zdenko
Zdenko,2015-02-09,base.sk,Zdenko
Zina,2015-05-21,base.sk,Zino
Zita,2015-04-02,base.sk,Zito
Zlatica,2015-02-28,base.sk,Zlatico
Zlatko,2015-06-12,base.sk,Zlatko
Zoja,2015-02-08,base.sk,Zojo
Zoltán,2015-04-07,base.sk,Zoltáne
Zora,2015-01-22,base.sk,Zoro
Zuzana,2015-08-11,base.sk,Zuzano
Ľubica,2015-03-17,base.sk,Ľubico
Ľubomír,2015-08-13,base.sk,Ľubomíre
Ľubomíra,2015-08-09,base.sk,Ľubomíro
Ľuboslav,2015-09-20,base.sk,Ľuboslave
Ľuboš,2015-09-24,base.sk,Ľuboši
Ľudomil,2015-09-14,base.sk,Ľudomile
Ľudomila,2015-09-16,base.sk,Ľudomilo
Ľudovít,2015-08-25,base.sk,Ľudovíte
Štefan,2015-12-26,base.sk,Štefane
Štefánia,2015-08-07,base.sk,Štefánio
Žaneta,2015-06-01,base.sk,Žaneto
Želmíra,2015-05-23,base.sk,Želmíro
Žigmund,2015-05-02,base.sk,Žigmunde
Žofia,2015-05-15,base.sk,Žofio
